module_id,module_code,module_title,department,primary_lead_name,omission_reason,description_preview,gap_aspect_count
module_006e6d935e988cd4,SA5639,"SA5639 - Migration, Citizenship and Identity","Department of Social Sciences, Media and Communications",Dr Katalin Halasz,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module introduces students to a range of key concepts and theories in the anthropology of ethnicity, culture, nationhood and identity. These classical anth...",0
module_00b969765c873e13,FM2634,FM2634 - World Cinemas,Department of Arts and Humanities,Dr Paul Moody,Narrow Domain (Below Interdisciplinary Aspect Thresholds),Interested in exploring the dynamic relationships that exist between different cinemas from different places? Then this option is for you. We will consider a ra...,0
module_00fb53d5198b9eea,,Nursing Practice Module for Year 2 (Mental Health),Department of Health Sciences,Dr Carolyn Dunford,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module is supported by the Pan London Practice Assessment Document (PLPAD) which is designed to support and guide students towards successfully achieving t...,0
module_01979353071c854f,DR16CC,DR16cc - Acting,Department of Arts and Humanities,Dr Katerina Paramana,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module emphasises the creative making process rather than the finished theatre product. Sessions will introduce theatre-making tools, inviting you to devel...",0
module_0477bdd146378fca,BB1725,BB1725 - Biology of the Cell,Department of Life Sciences,Professor Joanna Bridger,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"In this modules students will receive a broad introduction to the understanding of living organisms at the cellular level through the study of genetics, cell bi...",0
module_05b374b64ec07732,ED2709,ED2709 - Education Work Placements 2,Department of Education,Dr Lewis Fogarty,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This study block aims to provide an opportunity to establish links between education research theory and practice, to explore how educational disciplines can ap...",0
module_05c9e5c62ee1a4e7,LX5BBB,LX5BBB - SQE 1 Preparation: Legal Practice 2,Brunel Law School,Dr Elena Zaccaria,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module is delivered online by BARBRI, with access to BARBRI staff support. Students will explore key areas such as property practice, wills and estate admi...",0
module_062ea0ffcae1c8e8,CE2616,CE2616 - Structural Analysis,Department of Civil and Environmental Engineering,Dr Rui Ramos Cardoso,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to enable students develop further their ability to analyse structures including statically indeterminate structures and learn the fundamental ...,0
module_07741bb43b03566d,,Clinical Placement A,Department of Arts and Humanities,Dr Katerina Paramana,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The aims of clinical placement (A) are to demonstrate an in-depth applied knowledge of the use of the arts form within a therapeutic relationship, being able to...",0
module_09054908dea05cce,MU3625,MU3625 - Professional Independent Project,Department of Arts and Humanities,Professor Michael Wayne,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module gives you the chance to explore a topic that genuinely interests you, whether through a dissertation, a composition portfolio, a performance or a co...",0
module_0933deff0d2890dd,PH5650,PH5650 Advanced Lifestyle Management in Cardiovascular Health,Department of Health Sciences,Dr Emma Norris,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to provide students with the knowledge and skills needed to apply multi-factorial lifestyle approaches to the management of long term and chron...,0
module_0a2148475d5d960c,CY2609,CY2609 - Global and Intersectional Criminology,Department of Social and Political Sciences,Dr Anamika Twyman-Ghoshal,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module will enable students to use intersectional perspectives to develop their understandings of crime, deviance, victimisation, social harm, and justice ...",0
module_0c077b71c9a01b52,SP56AA,SP56aa - Professional Practice,Department of Life Sciences,Dr Rebecca Hings,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module enables students to develop a sophisticated understanding of professional practice and the diverse therapeutic modalities central to sport and exerc...,0
module_0c222dd60c6de9ff,PH5684,PH5684 - Person-centred Healthcare and Leadership 2,Department of Health Sciences,Dr Allison Wiseman,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module builds on the skills and knowledge acquired from the ‘Person-centred Healthcare and Leadership 1’ module. Core themes of this module will be further...,0
module_0d35ea4d63f4ff2b,,EE5566 - Advanced Analogue Electronics and Photonics,Department of Electronic and Computer Engineering,Dr Lu Gan,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to enable students to focus on photonic systems and electronic systems for sensors in general the use of real-world examples and hence to acqui...,0
module_0d84184ce9e99c9a,MA5624,MA5624 - Option Pricing Theory,Department of Mathematics,Dr Jiawei Lim,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to equip students with the notion of risk-neutral valuation and the relation between physical and risk-neutral probability measures in the Brow...,0
module_0e71cfe38f714e04,FM1625,FM1625 - The Professional Self,Department of Arts and Humanities,Dr Sean Holmes,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to engage you in your own professional development with workshop sessions on activities like CV workshops and networking simulations. Throughou...,0
module_102dbe71e6be8115,CO5608,CO5608 - Political Satire and Comedy,"Department of Social Sciences, Media and Communications",Dr Simon Weaver,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module provides students with a sophisticated and critical knowledge and understanding of the relationships between politics, satire and comedy. These rela...",0
module_104d0f8450e7c97e,SO3614,SO3614 - Apocalypse! Crisis and Society,"Department of Social Sciences, Media and Communications",Dr Billur Ozgul,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Explore the social & political significance of representations of national and global crises, and public perceptions of controversies. Students analyse dystopia...",0
module_12cb8f967c49ac90,EE5664,EE5664 - Power Electronics and Drives,Department of Electronic and Computer Engineering,Dr Ioana Pisica,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The aims of this module are to develop students ability to critically analyse and design advanced power electronic circuits and incorporate state-of-the-art pow...,0
module_12d0033cf97c0024,ED3701,ED3701 - Education in Different Contexts,Department of Education,Dr Lewis Fogarty,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This study block aims to develop knowledge and understanding of social, historical and political factors that have influenced current educational provision for ...",0
module_13051a545de486f5,MG2638,MG2638 - Services Marketing,Brunel Business School,Dr Abrahim Althonayan,Saturated / Fully Covered by Primary Lead,This module aims to develop in students a critical understanding of service management theory and practice and provide knowledge of modern theory associated wit...,1
module_13c678845a1f248d,FM5609,"Key Issues in Media, Culture and Public Relations","Department of Social Sciences, Media and Communications",Dr Billur Ozgul,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will provide students with the essential background to the theories and debates that can help us understand public relations and its relationship to...,0
module_13ef70855838bd76,TB,EE5632 - Power Electronics and Drives,Department of Electronic and Computer Engineering,Dr Ioana Pisica,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The aims of this module are to develop students’ ability to: 1. critically analyse and design advanced power electronic circuits; 2. incorporate state-of-the-ar...,0
module_14de1f64d4bd25e9,CO3620,CO3620 - Media Production as Activism,"Department of Social Sciences, Media and Communications",Dr Billur Ozgul,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module will enable students to develop a broad range of practical skills by using creative practice to respond to, critique and challenge social issues. It...",0
module_15f736c390987b6c,CY2610,CY2610 - Mental Health and Offending,Department of Social and Political Sciences,Dr Matthew Cracknell,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"An introduction to the key theoretical perspectives surrounding mental health and offending, it ensures students are familiar with the key legislation, policy, ...",0
module_16145464fef11c6e,CY5607,CY5607 - Crime Science for Investigators,Department of Social and Political Sciences,Dr Anamika Twyman-Ghoshal,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The Crime Science for Investigators modules covers the principles that underpin crime scene management and the basics of forensic science from the perspective o...,0
module_16b7c77cee85b08a,PROFESSIONALISMANDTHEDEVELOPINGOCCUPATIONALTHERAPIST2:LEADERSHIPANDENTREPRENEURIALPRACTICE,OT3603 - Professionalism and the Developing Occupational Therapist 2: Leadership and Entrepreneurial practice,Department of Health Sciences,Ms Tai Frater,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Learners will focus on leadership and innovation in health and social care from local, national, and global contexts. The module aims for learners to understand...",0
module_17058cea4b05d694,EN3627,EN3627 - Author Study: Jane Austen,Department of Arts and Humanities,Dr Emily Horton,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Focusing on Austen’s work in relation to adaptation, this module explores the forms of fiction she inherited as a young writer – the novels of Frances Burney an...",0
module_179923785145c912,MU1619,MU1619 - Collaboration & Events Management,Department of Arts and Humanities,Dr Emily Baines,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module builds the core skills you’ll use in events production and collaborative projects, from confident communication and creative thinking to teamwork, s...",0
module_1915c7e513346e66,CW2606,CW2606 - Life Writing I,Department of Arts and Humanities,Dr Jessica Cox,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module will allow you to explore a range of life writing practices such as memoir, autofiction, the personal essay, the lyric essay, confessional poetry an...",0
module_1920057304c96ffa,PX3615,PX3615 - Slavery and Abolition in the Atlantic World,Department of Social and Political Sciences,Dr Inge Dornan,Narrow Domain (Below Interdisciplinary Aspect Thresholds),Examine the evolution and expansion to the transatlantic slave trade Explore the motives and factors which led to the development and expansion of slavery in th...,0
module_19cbed6fd81a3369,SA2625,"SA2625 - South Asia: Cultures, Societies and Development","Department of Social Sciences, Media and Communications",Dr Luke Heslop,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module examines the region of South Asia, assessing whether the geographical region can usefully be considered as a cultural area, and going on to examine ...",0
module_1a220a20db78f304,MG3629,MG3629 - Gender and Organisations,Department of Life Sciences,Dr Laura Hills,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will introduce students to the issue of gender as a critical approach to the study of organizations. The module aims to provide students with a crit...,0
module_1b48667635554a45,PX2XXB,PX2xxB - Struggles for Emancipation,Department of Social and Political Sciences,Dr Inge Dornan,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"To examine the tactics and strategies that have been employed by oppressed groups and minorities to secure civil rights, focusing on a specific group or groups ...",0
module_1b9be274461dc724,MU1DDD,MU1DDD - Musicianship (B),Department of Arts and Humanities,Dr Emily Baines,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module helps you collaborate confidently in a group, developing your communication, teamwork and musical interaction skills. You’ll create original music t...",0
module_1b9cbdd4ff513546,MU2634,MU2634 - Musicology 2: Technology through Time,Department of Arts and Humanities,Dr Brent Ferguson,Sparse / Missing Syllabus Description,,0
module_1bbe0d10afe2d524,FM5605,Public Relations and Media Strategies Major Project 2,"Department of Social Sciences, Media and Communications",Dr Billur Ozgul,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The dissertation module enables students to produce a substantial piece of research on a topic agreed with a supervisor in the area of Media and Public Relation...,0
module_1c6a98d556365da4,MG2645,MG2645 - Employment Relations and Engagement,Brunel Business School,Dr Didem Taser-Erdogan,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module reviews the scope, issues and development of systems of employee relations with primary focus on the UK sphere, referenced also by international inf...",0
module_1c8cd3defb8684af,,Heat and Mass Transfer,Department of Mechanical and Aerospace Engineering,Professor Tassos Karayiannis,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module introduces the basic concepts and governing laws of heat and mass transfer.,0
module_1e35a081695c189b,PP5627,PP5627 - Military History and Strategic Thought from the Ancients to the Present,Department of Social and Political Sciences,Dr Richard Hammond,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module examines how war has affected the world and how warfare has been affected by broader societal, political, ethical and economic changes in the period...",0
module_1ee1ea3a62386c69,SA5624,SA5624 - War and Humanitarianism,"Department of Social Sciences, Media and Communications",Dr Hannah Whittaker,Narrow Domain (Below Interdisciplinary Aspect Thresholds),In this subject you will analyse the social and economic consequences of contemporary warfare and the rebuilding war-torn societies from an anthropological pers...,0
module_1f5af9679ffa553f,,Skills For Registration (Mental Health),Department of Health Sciences,Professor Ann Gallagher,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to equip students with the knowledge and skills required for their role in providing and evaluating person-centred care. This module will prepa...,0
module_1ff5756bb1395a1d,CE5652,CE5652 - Structural Dynamics and Seismic Design,Department of Civil and Environmental Engineering,Dr Esmaeel Esmaeeli,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to enhance the student’s perception on the dynamic behaviour of deformable bodies. It will develop the student’s knowledge on Structural Mechan...,0
module_2032595336d57b6f,MU1CCC,MU1CCC - Musicianship (A),Department of Arts and Humanities,Dr Emily Baines,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module supports you if most of your experience is in DAW‑based music making and you’re new to notation and its language. You’ll learn how to collaborate co...,0
module_22d173a1e90b8cec,EN3626,EN3626 - Special Topic: Violence,Department of Arts and Humanities,Dr Billur Ozgul,Narrow Domain (Below Interdisciplinary Aspect Thresholds),When it was first launched the Violence module caused quite a stir with its combination of contemporary critical theory and inspiration from the Finnish phenome...,0
module_236b849fdaf20180,PH5673,PH5673 - Anatomy 2: Upper Quadrant,Department of Health Sciences,Dr Amanda Ager,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will introduce the student to the normal structure and function of the human body. The student will be introduced to the structural and functional a...,0
module_23c966a366b8ea14,CY2613,"CY2613 - Gangs, Street Culture and Crime","Department of Social Sciences, Media and Communications",Dr Ebony Reid,Narrow Domain (Below Interdisciplinary Aspect Thresholds),Students will be introduced to the history and various subcultural debates that are related to gangs. Using the contributions of a wide range of theoretical deb...,0
module_23d777ad3649931c,GY2602,GY2602 - Geography: A Controversial Discipline,Department of Social and Political Sciences,Dr Rohini Rai,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module will introduce students to the history and philosophy of geography through a critical, decolonial lens. Students will explore the social, cultural, ...",0
module_23e26117041fa2f4,PX5612,PX5612 - The Arab-Israeli Conflict,Department of Social and Political Sciences,Professor Matthew Hughes,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The module will provide students with a comprehensive understanding of the origins of the Arab-Israeli conflict through the perspectives of the Arab, Palestinia...",0
module_2499125b1f7390ef,SP36II,Critical Issues in Sport,Department of Life Sciences,Dr Laura Hills,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The aim of this module is to provide students with an opportunity to critically evaluate social problems/issues associated with sports in contemporary society a...,0
module_249e8e6b8581ab76,,English for Specific Academic Purposes,Department of Electronic and Computer Engineering,Dr Monica Pereira,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module is designed to develop learners' English level in all 4 skills to IELTS 5.0 or equivalent.,0
module_24d4b1d219444502,CE26AA,CE26AA - Concrete Materials and Reinforced Concrete Design,Department of Civil and Environmental Engineering,Dr Esmaeel Esmaeeli,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Develop students’ understanding of cement, concrete mixtures, preparation and measuring properties of structural concrete Develop students’ understanding of the...",0
module_25124a7bae04d0b8,PH5637,PH5637 - Palliative and End of Life Care,Department of Health Sciences,Dr Mark Wareing,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The aim of this module is to provide knowledge and skills in palliative and end-of-life care from an interdisciplinary perspective. Key module aims include: • D...,0
module_255068f4274f651a,SW5626,SW5626 Practicing Social Work,Department of Health Sciences,Professor Fiona Verity,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module enables students to develop an understanding of the role of the social worker through three days of shadowing. Students will learn to demonstrate a ...,0
module_2602b936e09b5034,PP3623,"PP3623 - Media, Politics & Power in America","Department of Social Sciences, Media and Communications",Dr Billur Ozgul,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module seeks to familiarise students with the contemporary issues agenda in American politics. It seeks to demonstrate the ways in which politicians and in...,0
module_270ed221b0641bec,SC1603,SC1603 - Contemporary Challenges,"Department of Social Sciences, Media and Communications",Dr Magali Peyrefitte,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module provides hands-on experience of how social and political science operates outside the university, focusing on Contemporary Challenges. Over ten week...",0
module_27e8f417b6fd3a3a,LS36XX,LS36XX - Final Year Research Project,Department of Life Sciences,Dr Sofia Barbosa Boucas,Narrow Domain (Below Interdisciplinary Aspect Thresholds),The module aims to provide the students with experience of conducting and writing up a substantial independent empirical research project in the Life Sciences. ...,0
module_287d5b8c3ec61cf5,,Advanced Process Engineering,Department of Mechanical and Aerospace Engineering,Dr Bertrand Delpech,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module aims to deliver advanced knowledge and skills in process engineering design, advanced particulate process technologies and advanced reactor design. ...",0
module_28bea93ea504b469,,Advanced Reinforced and Prestressed Concrete Design,Department of Civil and Environmental Engineering,Dr Esmaeel Esmaeeli,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module aims to further introduce students to the principles and methods of design for reinforced concrete elements and structures etc, and to introduce stu...",0
module_28cb560e172a0f26,,Devices and Circuits,Department of Electronic and Computer Engineering,Dr Shaoqing Hu,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The module aims to introduce basic principles and analytical methods for linear circuits, and introduce the basic principles of diode and transistor circuits an...",0
module_29a42427d4b2d6ff,,Separation Processes I,Department of Mechanical and Aerospace Engineering,Dr Bertrand Delpech,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The primary aim of this module is to introduce the unit operations of distillation absorption/desorption, humidification, adsorption and solvent extraction, bas...",0
module_2a116f7e7d2725e0,SP5503,SP5503 - Professional Development,Department of Health Sciences,Dr Dominic Orth,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to enable students to pursue an area of interest that is relevant to their professional development. Students have the opportunity to negotiate...,0
module_2afe5c7c22d05e91,ED3700,ED3700 - Growing Up in 21st Century Britain,Department of Education,Dr Saima Salehjee,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This study block aims to enable students to critically review current debates in the field of children and young people, childhood and youth, to develop an unde...",0
module_2d37a170d39c4e4c,BB3738,BB3738 - Microbial Pathogenesis,Department of Life Sciences,Dr Christian Rudolph,Narrow Domain (Below Interdisciplinary Aspect Thresholds),To provide a comprehensive understanding of cellular and molecular basis of microbial pathogenesis and host-pathogen interactions.,0
module_2dbc23e74240bab5,PH5630,PH5630 - Neurophysiological Basis for Rehabilitation of Movement,Department of Health Sciences,Dr Alyson Warland,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"On this module, students will develop their knowledge of clinical neurophysiology and motor control, relevant to rehabilitation of movement. This will be achiev...",0
module_2e0cce481640e966,EN2619,EN2619 - Postcolonial Writing,Department of Arts and Humanities,Professor Jago Morrison,Narrow Domain (Below Interdisciplinary Aspect Thresholds),Postcolonial writing often comes out of difficult circumstances. Its writers sometimes risked everything to publish what they needed to say. These are the new p...,0
module_2fead63a4c7abe77,EC5605,EC5605 - International Finance,"Department of Economics, Finance and Accounting",Miss Dilruba Karim,Saturated / Fully Covered by Primary Lead,"While a large part of Economics and Finance, in theory and practice, can be treated as a mainly domestic exercise, there exists an increasing number of areas th...",1
module_3064385072da0e04,EE3641,EE3641 - Advanced Electronics,Department of Electronic and Computer Engineering,Professor Akram Khan,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module aims to present more advanced concepts, methods and techniques to analyse and design electronic systems for various aspects of applications appropri...",0
module_310aee4d30a45a5a,JR200C,Court Reporting,Department of Social and Political Sciences,Dr Magali Peyrefitte,Narrow Domain (Below Interdisciplinary Aspect Thresholds),You will be tasked to source and develop a variety of local arts-based stories and then prepare them for publication on a variety of platforms.,0
module_3238a101542a5f55,MA5672,MA5672 - Random Matrix Theory,Department of Mathematics,Dr Dmitry Savin,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to master the basic concepts of the modern Random Matrix Theory (RMT).,0
module_33430cb8f7d37f0d,CYXXX,"CYXXX - Power, Space and Resistance: Carceral Geographies","Department of Social Sciences, Media and Communications",Professor Monica Degen,Sparse / Missing Syllabus Description,,0
module_356765a5615d88da,EN1610,EN1610 - Literary London,Department of Arts and Humanities,Dr Rohini Rai,Narrow Domain (Below Interdisciplinary Aspect Thresholds),Brunel is proud of its West London location and celebrates being a campus university in one of the most exciting cultural capitals in the world today. London is...,0
module_359a1f1a765ba73c,CW2605,CW2605 - Writing Genre,Department of Arts and Humanities,Professor Jago Morrison,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module focusses on three popular and enduring genres - horror, science fiction, and fantasy - which provide endless fascination for readers and practitione...",0
module_362d2ca3eb3d43f1,SP2616,"SP2616 - Physical Activity, Health and Wellbeing in the Life Course",Department of Life Sciences,Professor Louise Mansfield,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module aims to develop students’ ability to examine and apply selected theories and concepts of physical activity for health and wellbeing in the life cour...,0
module_372cd74677f04947,SW5634,SW5634 Professional Practice,Department of Health Sciences,Professor Fiona Verity,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This module which runs across the whole of year two links closely with student experiences of placement in year 2. It provides policy, legal and best practice m...",0
module_386ad708d6d58ad8,MU2637,MU2637 - Musical Languages and Analysis,Department of Arts and Humanities,Dr Brent Ferguson,Sparse / Missing Syllabus Description,,0
module_39f70b948ecbd164,ED1713,ED1713 - Study Skills and Methods of Enquiry,Department of Education,Professor Mike Watts,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"This study block aims to give students a sound knowledge of the study skills required for undertaking an Education degree, and to give students a sound knowledg...",0
module_3a46c72983ab310d,DR2628,DR2628 - Applied Theatre Project,Department of Arts and Humanities,Dr Katerina Paramana,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"Develop skills in workshop facilitation and performance-making for client groups, communities, or public engagement. Learn how to work creatively when respondin...",0
module_3ae05bfaa6c08d5d,MG5607,MG5607 - International Trade,Brunel Business School,Dr Anamaria Diana Sova,Saturated / Fully Covered by Primary Lead,"The importance of overseas trade on the economy. Focus on common barriers to trade, regional trading arrangements, and the case for and against the concept of f...",1
module_3b6757a8b82a2211,SP2617,SP2617 - Physiology of Sport and Exercise,Department of Life Sciences,Dr Oliver Gibson,Narrow Domain (Below Interdisciplinary Aspect Thresholds),"The aim of this module is to provide an overview of the body’s immediate response to, and recovery from, a single bout of exercise. Students will critically ana...",0
module_3b9d473d8edbf0fb,PH5670,PH5670 - Anatomy 1: Lower Quadrant,Department of Health Sciences,Dr Amanda Ager,Narrow Domain (Below Interdisciplinary Aspect Thresholds),This module will introduce the student to the normal structure and function of the human body. The student will be introduced to the structural and functional a...,0
